web_scraper_order,web_scraper_start_url,pagination-selector,Name,Name2,Name3,Name4,Price,Score,Prev race pts.
1763925487-326,https://fantasy.skiclassics.com/athletes,,Curdin Räz,TEAM BSV IBEX,https://skiclassics.com/wp-content/uploads/2023/03/SC-Race-Suit_template_TEAM-BSV-IBEX.png,Youth,$928,0 p.,-
1763925487-327,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-328,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
1763925487-329,https://fantasy.skiclassics.com/athletes,,Hjalmar Oscarsson,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,Youth,$663,0 p.,-
1763925487-330,https://fantasy.skiclassics.com/athletes,,Torleif Syrstad,Team Engcon,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_Engcon_New-4.svg,,$8 222,0 p.,-
1763925487-331,https://fantasy.skiclassics.com/athletes,,Halvor Kleivi,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$216,0 p.,-
1763925487-332,https://fantasy.skiclassics.com/athletes,,Ivar Andre Ryttervold,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$422,0 p.,-
1763925487-333,https://fantasy.skiclassics.com/athletes,,Erling Moseby,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$238,0 p.,-
1763925487-334,https://fantasy.skiclassics.com/athletes,,Viljar Buer Christensen,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$213,0 p.,-
1763925487-335,https://fantasy.skiclassics.com/athletes,,Kjetil Stuge Bånerud,Team Andiamo Fleischer Finans,https://skiclassics.com/wp-content/uploads/2024/10/SC-Race-Suit_Team-Andiamo_2024-09_4x.png,,$261,0 p.,-
1763925487-336,https://fantasy.skiclassics.com/athletes,,Gabriel Strid,Team GS8,https://skiclassics.com/wp-content/uploads/2024/10/Team-GS8-Race-Suit-new.png,,$2 421,0 p.,-
1763925487-337,https://fantasy.skiclassics.com/athletes,,Emil Nykvist,Team GS8,https://skiclassics.com/wp-content/uploads/2024/10/Team-GS8-Race-Suit-new.png,,$227,0 p.,-
1763925487-338,https://fantasy.skiclassics.com/athletes,,Thomas Rinner,Team Internorm Trentino GSG,https://skiclassics.com/wp-content/uploads/2023/03/vsc-race-suit-template-3.svg,QCI,$738,0 p.,-
1763925487-339,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-340,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
1763925487-341,https://fantasy.skiclassics.com/athletes,,Henning Lie,Team Sjusjøen Langløp,,,$1 544,0 p.,-
1763925487-342,https://fantasy.skiclassics.com/athletes,,Mattia Armellini,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$1 003,0 p.,-
1763925487-343,https://fantasy.skiclassics.com/athletes,,Boris Berglez,Team Nordic Expérience/Coste - Fromagerie Marcel Petite,,Youth,$267,0 p.,-
1763925487-344,https://fantasy.skiclassics.com/athletes,,Max Novak,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,,$12 718,0 p.,-
1763925487-345,https://fantasy.skiclassics.com/athletes,,Riccardo Mich,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$323,0 p.,-
1763925487-346,https://fantasy.skiclassics.com/athletes,,Stefano Mich,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,QCI,$744,0 p.,-
1763925487-347,https://fantasy.skiclassics.com/athletes,,Oskar Kardin,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$7 697,0 p.,-
1763925487-348,https://fantasy.skiclassics.com/athletes,,Ulrik Emil Eriksen,Team Synnfjell,https://skiclassics.com/wp-content/uploads/2023/03/Team-Synnfjell-race-suit-template.png,Youth,$618,0 p.,-
1763925487-349,https://fantasy.skiclassics.com/athletes,,Anton Persson,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,,$3 575,0 p.,-
1763925487-350,https://fantasy.skiclassics.com/athletes,,Thomas Joly,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,QCI,$5 245,0 p.,-
1763925487-351,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-352,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
1763925487-353,https://fantasy.skiclassics.com/athletes,,Giacomo Ponti,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,Youth,$2 735,0 p.,-
1763925487-354,https://fantasy.skiclassics.com/athletes,,Anton Elvseth,Team Engcon,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_Engcon_New-4.svg,,$2 269,0 p.,-
1763925487-355,https://fantasy.skiclassics.com/athletes,,Mathias Aas Rolid,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,,$3 910,0 p.,-
1763925487-356,https://fantasy.skiclassics.com/athletes,,Thomas Bing,eD system RSJ Team,,QCI,$7 961,0 p.,-
1763925487-357,https://fantasy.skiclassics.com/athletes,,Aleš Bohatý,eD system RSJ Team,,QCI,$945,0 p.,-
1763925487-358,https://fantasy.skiclassics.com/athletes,,Ole Eirik Fuglehaug Ekrem,Team Sport 1 Lillehammer,,,$598,0 p.,-
1763925487-359,https://fantasy.skiclassics.com/athletes,,Joar Thele,Team Burger King - Northug,,,$2 185,0 p.,-
1763925487-360,https://fantasy.skiclassics.com/athletes,,Johannes Eklöf,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,,$4 858,0 p.,-
1763925487-361,https://fantasy.skiclassics.com/athletes,,Andreas Nygaard,Team Ragde Charge,https://skiclassics.com/wp-content/uploads/2023/03/Aukland-Coaching-AS_2024.svg,,$11 272,0 p.,-
1763925487-362,https://fantasy.skiclassics.com/athletes,,Morten Eide Pedersen,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$6 044,0 p.,-
1763925487-363,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-364,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
1763925487-365,https://fantasy.skiclassics.com/athletes,,Hans Petter Rolke,Team Rustad IL Oslo,,,$1 861,0 p.,-
1763925487-366,https://fantasy.skiclassics.com/athletes,,Amund Riege,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,Youth,$11 222,0 p.,-
1763925487-367,https://fantasy.skiclassics.com/athletes,,Olli Tyrväinen,Team Edux,https://skiclassics.com/wp-content/uploads/2023/03/Team-Edux-race-suit-1.svg,QCI,$686,0 p.,-
1763925487-368,https://fantasy.skiclassics.com/athletes,,Herman Paus,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,Youth,$6 680,0 p.,-
1763925487-369,https://fantasy.skiclassics.com/athletes,,Petr Kolaja,eD system RSJ Team,,Youth,$375,0 p.,-
1763925487-370,https://fantasy.skiclassics.com/athletes,,Matthias Waldauf,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$537,0 p.,-
1763925487-371,https://fantasy.skiclassics.com/athletes,,Stefan Falk,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$489,0 p.,-
1763925487-372,https://fantasy.skiclassics.com/athletes,,Sune Elmose,Danish Skimarathon Team,https://skiclassics.com/wp-content/uploads/2023/03/Danish-Skimarathon-Team-Race-Suit-1.svg,QCI,$540,0 p.,-
1763925487-373,https://fantasy.skiclassics.com/athletes,,Henrik Vik Tolo,Team Rustad IL Oslo,,,$3 386,0 p.,-
1763925487-374,https://fantasy.skiclassics.com/athletes,,Erik Ola Jorde,Team Aktiv Mot Kreft,,Youth,$2 290,0 p.,-
1763925487-375,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-376,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
1763925487-377,https://fantasy.skiclassics.com/athletes,,Jørgen Harby,Team Sport 1 Lillehammer,,Youth,$221,0 p.,-
1763925487-378,https://fantasy.skiclassics.com/athletes,,Stefano Dal Magro,Team Futura GTE Trentino,https://skiclassics.com/wp-content/uploads/2023/03/Team-Futura-Trentino-Gte-elettrica.svg,Youth,$416,0 p.,-
1763925487-379,https://fantasy.skiclassics.com/athletes,,Einar Kalland-Olsen,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$4 619,0 p.,-
1763925487-380,https://fantasy.skiclassics.com/athletes,,Bastien Laurent,Team Sjusjøen Langløp,,Youth,$1 457,0 p.,-
1763925487-381,https://fantasy.skiclassics.com/athletes,,Petter Northug,Team Burger King - Northug,,,$1 469,0 p.,-
1763925487-382,https://fantasy.skiclassics.com/athletes,,Jakob Walther,Team Slavia Pojišťovna Robinson Trentino,https://skiclassics.com/wp-content/uploads/2023/03/vsc-race-suit-template-TEAM-ROBINSON-TRENTINO.png,QCI,$715,0 p.,-
1763925487-383,https://fantasy.skiclassics.com/athletes,,Joachim Thrane,Danish Skimarathon Team,https://skiclassics.com/wp-content/uploads/2023/03/Danish-Skimarathon-Team-Race-Suit-1.svg,QCI,$217,0 p.,-
1763925487-384,https://fantasy.skiclassics.com/athletes,,Truls Gisselman,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,Youth,$1 054,0 p.,-
1763925487-385,https://fantasy.skiclassics.com/athletes,,Jonathan Göppert,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,Youth,$1 243,0 p.,-
1763925487-386,https://fantasy.skiclassics.com/athletes,,Nils Dahlsten,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$3 099,0 p.,-
1763925487-387,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-388,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
1763925487-389,https://fantasy.skiclassics.com/athletes,,Magnus Waaler,Team Burger King - Northug,,,$1 147,0 p.,-
1763925487-390,https://fantasy.skiclassics.com/athletes,,Eirik Sverdrup Augdal,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$6 562,0 p.,-
1763925487-391,https://fantasy.skiclassics.com/athletes,,Halfdan Thomas Baumann,Team Aktiv Mot Kreft,,Youth,$1 168,0 p.,-
1763925487-392,https://fantasy.skiclassics.com/athletes,,Miro Karppanen,Team Edux,https://skiclassics.com/wp-content/uploads/2023/03/Team-Edux-race-suit-1.svg,QCI,$1 741,0 p.,-
1763925487-393,https://fantasy.skiclassics.com/athletes,,Halvor Korbøl Thoner,Team Sport 1 Lillehammer,,,$747,0 p.,-
1763925487-394,https://fantasy.skiclassics.com/athletes,,Lauro Brändli,TEAM BSV IBEX,https://skiclassics.com/wp-content/uploads/2023/03/SC-Race-Suit_template_TEAM-BSV-IBEX.png,QCI,$595,0 p.,-
1763925487-395,https://fantasy.skiclassics.com/athletes,,Vebjørn Moen,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$3 846,0 p.,-
1763925487-396,https://fantasy.skiclassics.com/athletes,,Johan Tjelle,Team Engcon,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_Engcon_New-4.svg,,$6 949,0 p.,-
1763925487-397,https://fantasy.skiclassics.com/athletes,,Amund Hoel,Team Engcon,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_Engcon_New-4.svg,,$9 193,0 p.,-
1763925487-398,https://fantasy.skiclassics.com/athletes,,Gustav Eriksson,Team Slavia Pojišťovna Robinson Trentino,https://skiclassics.com/wp-content/uploads/2023/03/vsc-race-suit-template-TEAM-ROBINSON-TRENTINO.png,,$3 523,0 p.,-
1763925487-399,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-400,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
1763925487-401,https://fantasy.skiclassics.com/athletes,,Kasper Stadaas,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,,$8 589,0 p.,-
1763925487-402,https://fantasy.skiclassics.com/athletes,,Henrik Arntzen Joks,Team Sjusjøen Langløp,,,$2 883,0 p.,-
1763925487-403,https://fantasy.skiclassics.com/athletes,,Johan Hoel,Team Ragde Charge,https://skiclassics.com/wp-content/uploads/2023/03/Aukland-Coaching-AS_2024.svg,,$10 572,0 p.,-
1763925487-404,https://fantasy.skiclassics.com/athletes,,Jonas Bergli,Team Sjusjøen Langløp,,,$765,0 p.,-
1763925487-405,https://fantasy.skiclassics.com/athletes,,Rickard Ericsson,Team GS8,https://skiclassics.com/wp-content/uploads/2024/10/Team-GS8-Race-Suit-new.png,,$1 243,0 p.,-
1763925487-406,https://fantasy.skiclassics.com/athletes,,Lorenz Grüber,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$438,0 p.,-
1763925487-407,https://fantasy.skiclassics.com/athletes,,Alfred Buskqvist,Team Ramudden,https://skiclassics.com/wp-content/uploads/2023/03/Race-Suit_Ramudden_new-kopia2.svg,,$4 469,0 p.,-
1763925487-408,https://fantasy.skiclassics.com/athletes,,Alvar Myhlback,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,Youth,$15 236,0 p.,-
1763925487-409,https://fantasy.skiclassics.com/athletes,,Petter Stakston,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,,$6 470,0 p.,-
1763925487-410,https://fantasy.skiclassics.com/athletes,,Fredrik Helgestad,Team Kaffebryggeriet DRIV,https://skiclassics.com/wp-content/uploads/2023/03/Team-Kaffebryggeriet-Driv-race-suit.png,,$3 328,0 p.,-
1763925487-411,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-412,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
1763925487-413,https://fantasy.skiclassics.com/athletes,,Haakon Holden,Team Kaffebryggeriet DRIV,https://skiclassics.com/wp-content/uploads/2023/03/Team-Kaffebryggeriet-Driv-race-suit.png,,$3 813,0 p.,-
1763925487-414,https://fantasy.skiclassics.com/athletes,,Mikael Gunnulfsen,Team Ragde Charge,https://skiclassics.com/wp-content/uploads/2023/03/Aukland-Coaching-AS_2024.svg,,$2 036,0 p.,-
1763925487-415,https://fantasy.skiclassics.com/athletes,,Markus Köcheler,Cibes Lift Ski-Willy Marathon Team,https://skiclassics.com/wp-content/uploads/2023/03/RaceSuit_SkiWillyMarathonTeamAUT.svg,QCI,$935,0 p.,-
1763925487-416,https://fantasy.skiclassics.com/athletes,,Runar Skaug Mathisen,Lager 157 Ski Team,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_LAGER-157-SKI-TEAM.png,,$6 907,0 p.,-
1763925487-417,https://fantasy.skiclassics.com/athletes,,Joel Björnlinger,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,Youth,$291,0 p.,-
1763925487-418,https://fantasy.skiclassics.com/athletes,,Ole Jørgen Bruvoll,Team Engcon,https://skiclassics.com/wp-content/uploads/2024/11/VSC-Race-Suit_Engcon_New-4.svg,,$8 525,0 p.,-
1763925487-419,https://fantasy.skiclassics.com/athletes,,Per Ingvar Tollehaug,Team Synnfjell,https://skiclassics.com/wp-content/uploads/2023/03/Team-Synnfjell-race-suit-template.png,Youth,$1 097,0 p.,-
1763925487-420,https://fantasy.skiclassics.com/athletes,,Axel Jutterström,Team Eksjöhus,https://skiclassics.com/wp-content/uploads/2024/11/Team-Eksjohus_VSC_template_2024-e1731396346500.png,,$8 871,0 p.,-
1763925487-421,https://fantasy.skiclassics.com/athletes,,Elias Andersson,Ski Team Göhlins,https://skiclassics.com/wp-content/uploads/2023/03/ski-team-Gohlins-race-suit.svg,,$5 301,0 p.,-
1763925487-422,https://fantasy.skiclassics.com/athletes,,Gaute Kvåle,Team Aker Dæhlie,https://skiclassics.com/wp-content/uploads/2023/03/VSC-Race-Suit-Template-Team-Aker-Daehlie-2024.svg,,$454,0 p.,-
1763925487-423,https://fantasy.skiclassics.com/athletes,,Manuela Deigentesch,Team Emtec Nordic,,QCI,$488,0 p.,-
1763925487-424,https://fantasy.skiclassics.com/athletes,,Nora Doksrød,NTNUI Ski Team,https://skiclassics.com/wp-content/uploads/2023/03/NTNUI-SKI-TEAM-Race-suite-picture.jpg,Youth,$256,0 p.,-
